id	caseid	fid	pos0	pos1	owner	date	memo	ctid	cid	fid	seltext	pos0	pos1	owner	date	memo	avid	important	cid	name	memo	catid	owner	date	color
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		35	9	1	(290)   [collaborator | Label: A5]: I want to say the other point. We tested the (291)   content I think from friends or so from colleagues, higher educated (292)   people and it was okay for them, but we were again in a rush to start.	17961	18196	Vinayak	2024-07-31 08:19:42				9	09 Resource constraints		1	Vinayak	2024-07-30 17:59:18	#9EB5D9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		36	10	1	(293)   I also think we would have better tested it for two or three weeks for (294)   several normal people and then make it shorter or different or so.	18197	18350	Vinayak	2024-07-31 08:20:02				10	10 Lack of diverse perspectives		1	Vinayak	2024-07-30 17:59:18	#F3E2A9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		37	9	1	One point is they do not (302)   have so much time or it was too complicated for them or so.	18731	18823	Vinayak	2024-07-31 08:20:37				9	09 Resource constraints		1	Vinayak	2024-07-30 17:59:18	#9EB5D9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		38	6	1	(321)   [collaborator | Label: A5]: I think I would start with the results. Because (322)   often you are satisfied or you have a lot of energy and you have a lot (323)   of ideas, and you do not want just to see how the reality is. So I (324)   think it would be better if you work on the constraints and maybe worst (325)   cases, nobody is interested and it doesn't work technically, which was (326)   also a problem, and then you think, okay, so what's my target group and (327)   what are the barriers I'm supposed to address?	19847	20378	Vinayak	2024-07-31 08:25:34				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		39	6	1	I think you can then use (328)   experience with other studies if you are honest to yourself, and think (329)   so if my third or fourth study or if it's your first you talk to (330)   colleagues about their experiences and you try to implement these (331)   experiences just into the start.	20379	20670	Vinayak	2024-07-31 08:26:11				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		41	19	1	(350)   [collaborator | Label: A5]: Yes, I think it would be better.	21758	21826	Vinayak	2024-07-31 08:27:50				19	20 Limited flexibility or adaptiveness		1	Vinayak	2024-07-30 17:59:18	#769E78
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		42	19	1	(344)   [collaborator | Label: A5]: Yes.	21500	21540	Vinayak	2024-07-31 08:27:58				19	20 Limited flexibility or adaptiveness		1	Vinayak	2024-07-30 17:59:18	#769E78
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		43	21	1	Often when you (351)   start a project, you suppose or the theory works, everything works (352)   perfect but that's never the reality.	21827	21962	Vinayak	2024-07-31 08:30:38				21	22 CO		1	Vinayak	2024-07-30 17:59:18	#F5B999
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		44	11	1	I think it would be better if you (353)   think [realistically]. You might think, “okay, we have no problems to (354)   finding participants and they will love the app and they will use it to (355)   the end.” So there's so much hope. I think it would be better if you (356)   have a more realistic approach.	21963	22271	Vinayak	2024-07-31 08:31:02				11	11 Difficulties recruiting co-creators		1	Vinayak	2024-07-30 17:59:18	#F6CECE
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		45	21	1	(374)   [collaborator | Label: A5]: Yes, so I tried to participate in some meetings (375)   at the clinics which was not so easy,	23291	23420	Vinayak	2024-07-31 08:31:49				21	22 CO		1	Vinayak	2024-07-30 17:59:18	#F5B999
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		46	11	1	(385)   [collaborator | Label: A5]: I think [it is because] they were on their own (386)   maybe sometimes alone and they were not part of the clinic.	24061	24211	Vinayak	2024-07-31 08:32:33				11	11 Difficulties recruiting co-creators		1	Vinayak	2024-07-30 17:59:18	#F6CECE
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		47	7	1	(390)   [collaborator | Label: A5]: With the COVID, they were strange to the people (391)   working there.	24297	24403	Vinayak	2024-07-31 08:33:01				7	07 Limited exchange		1	Vinayak	2024-07-30 17:59:18	#F7819F
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		48	5	1	She tried very often to (393)   get in touch with them and some of them saw the benefit of [digital_intervention | Case: A] (394)   and appreciated the efforts of [collaborator | Label: A6] but it took some time.	24553	24765	Vinayak	2024-07-31 08:34:18				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		49	5	1	This was (395)   [organisation | Label: AO02] but we had no access to the data because the clinical head (396)   doesn't want anybody to see the data even though they are ready. The (397)   study nurse worked about one year to extract the data but we have no (398)   access.	24766	25040	Vinayak	2024-07-31 08:35:18				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		50	9	1	So this [organisation | Label: AO01], the advantage but it's very complicated to go on (404)   with the lessons or so because [people say] “we are so interested but (405)   nobody has time”.	25456	25646	Vinayak	2024-07-31 08:36:07				9	09 Resource constraints		1	Vinayak	2024-07-30 17:59:18	#9EB5D9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		51	5	1	(453)   [collaborator | Label: A5]: I think we tried what we could and the medical (454)   head team never said you don't get them. We cannot reach him.	28118	28270	Vinayak	2024-07-31 08:36:59				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		52	5	1	(459)   [collaborator | Label: A5]: Yes, [collaborator | Label: A1] will try again but I think it won't (460)   work. So the data are on a stick now and maybe sometime some day there (461)   will be a change but not now. He does not want that anybody works with (462)   this data, even though it was part of the cooperation contract he (463)   signed.	28428	28779	Vinayak	2024-07-31 08:37:13				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		53	15	1	but the problem for us is the (476)   clinics didn't get a budget. So all their support and work was doing (477)   that working times and of course voluntarily.	29344	29504	Vinayak	2024-07-31 08:38:32				15	16 Failure to acknowledge		1	Vinayak	2024-07-30 17:59:18	#FA58F4
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		54	16	1	We should have used them. I think building (524)   trust and having a relationship is the most important thing.	32102	32213	Vinayak	2024-07-31 08:39:21				16	17 Mistrust		1	Vinayak	2024-07-30 17:59:18	#E3CEF6
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		55	6	1	(530)   [collaborator | Label: A5]: Yes, the point is that we did not really do (531)   co-creation.	32446	32546	Vinayak	2024-07-31 08:39:36				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		56	6	1	But, what (537)   we did not do is including co-creators in the research process.	32984	33065	Vinayak	2024-07-31 08:40:20				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		57	6	1	We try (538)   to be flexible now, as you know with the app. We developed material for (539)   the participants of the study also but these are not really (540)   co-creative.	33066	33241	Vinayak	2024-07-31 08:40:33				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		58	3	1	Competing needs, yeah (565)   maybe we do not meet their needs. They do not understand what we want (566)   from them or how could it fit what is research. What has this done to (567)   me?	34817	35006	Vinayak	2024-07-31 08:41:12				3	03 Competing needs		1	Vinayak	2024-07-30 17:59:18	#CB5E3C
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		59	16	1	Does it take my time or maybe they are anxious that they will (568)   reveal something private or so. That's again the point of building (569)   trust. If you do not build trust this could happen.	35007	35203	Vinayak	2024-07-31 08:41:29				16	17 Mistrust		1	Vinayak	2024-07-30 17:59:18	#E3CEF6
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		60	4	1	(604)   [collaborator | Label: A5]: So differences in languages. That's what I tried (605)   to explain. I like it more because some people are able to express very (606)   complicated or some would express the same situation in very (607)   complicated elaborated words and others just give an example and that's (608)   what I like.	37386	37720	Vinayak	2024-07-31 08:42:14				4	04 Language or custom differences		1	Vinayak	2024-07-30 17:59:18	#CEF6CE
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		61	5	1	and conflict within (611)   the group is a problem.	37919	37970	Vinayak	2024-07-31 08:42:44				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		62	5	1	The biggest problem I see is if it's really (612)   relationships. Not only that you know people but yes build a (613)   relationship in other contexts, that's a problem.	37971	38141	Vinayak	2024-07-31 08:45:15				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		63	15	1	(657)   [collaborator | Label: Interviewer]: Yes. Sometimes, for example, if you work with very (658)   sick people, then you can say your results or other patients will (659)   benefit from the results of a study. So you do something for them but (660)   if it's really working and nobody will help you.	40728	41032	Vinayak	2024-07-31 08:48:12				15	16 Failure to acknowledge		1	Vinayak	2024-07-30 17:59:18	#FA58F4
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		64	9	1	(670)   [collaborator | Label: A5]: Maybe I'd look for a bigger budget.	41630	41701	Vinayak	2024-07-31 08:48:27				9	09 Resource constraints		1	Vinayak	2024-07-30 17:59:18	#9EB5D9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		65	6	1	(676)   [collaborator | Label: A5]: Not only for the technique but also if you take (677)   the time for more fundamental preparation, then it would also take two (678)   or three months longer for the researcher to be paid	41975	42198	Vinayak	2024-07-31 08:54:11				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		66	6	1	and they are (679)   always in a rush.	42199	42237	Vinayak	2024-07-31 08:54:23				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		67	6	1	(687)   [collaborator | Label: A5]: So I think as I said, to start the development of (688)   possible participants and to work the process with them.	42616	42766	Vinayak	2024-07-31 08:55:01				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		68	9	1	(693)   [collaborator | Label: A5]: Yes, I think you would have needed much more time (694)   than we had.	42935	43041	Vinayak	2024-07-31 08:55:44				9	09 Resource constraints		1	Vinayak	2024-07-30 17:59:18	#9EB5D9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		69	6	1	(700)   [collaborator | Label: A5]: Maybe, I think what else could have been done, (701)   just look at some existing apps and how successful they are and have (702)   comparison.	43312	43491	Vinayak	2024-07-31 08:56:14				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		815	19	1	(350)   [collaborator | Label: A5]: Yes, I think it would be better.	21758	21826	Nehal	2024-08-02 14:42:31				19	20 Limited flexibility or adaptiveness		1	Vinayak	2024-07-30 17:59:18	#769E78
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		816	21	1	Often when you (351)   start a project, you suppose or the theory works, everything works (352)   perfect but that's never the reality.	21827	21962	Nehal	2024-08-02 14:42:41				21	22 CO		1	Vinayak	2024-07-30 17:59:18	#F5B999
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		817	1	1	I think it would be better if you (353)   think [realistically]. You might think, “okay, we have no problems to (354)   finding participants and they will love the app and they will use it to (355)   the end.” So there's so much hope. I think it would be better if you (356)   have a more realistic approach.	21963	22271	Nehal	2024-08-02 14:42:56				1	01 Broad scope		1	Vinayak	2024-07-30 17:59:18	#FFA866
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		818	21	1	(374)   [collaborator | Label: A5]: Yes, so I tried to participate in some meetings (375)   at the clinics which was not so easy,	23291	23420	Nehal	2024-08-02 14:43:15				21	22 CO		1	Vinayak	2024-07-30 17:59:18	#F5B999
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		819	16	1	(385)   [collaborator | Label: A5]: I think [it is because] they were on their own (386)   maybe sometimes alone and they were not part of the clinic.	24061	24211	Nehal	2024-08-02 14:43:35				16	17 Mistrust		1	Vinayak	2024-07-30 17:59:18	#E3CEF6
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		820	7	1	(390)   [collaborator | Label: A5]: With the COVID, they were strange to the people (391)   working there.	24297	24403	Nehal	2024-08-02 14:43:53				7	07 Limited exchange		1	Vinayak	2024-07-30 17:59:18	#F7819F
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		821	5	1	She tried very often to (393)   get in touch with them and some of them saw the benefit of [digital_intervention | Case: A] (394)   and appreciated the efforts of [collaborator | Label: A6] but it took some time. This was (395)   [organisation | Label: AO02] but we had no access to the data because the clinical head (396)   doesn't want anybody to see the data even though they are ready. The (397)   study nurse worked about one year to extract the data but we have no (398)   access.	24553	25040	Nehal	2024-08-02 14:44:15				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		822	9	1	So this [organisation | Label: AO01], the advantage but it's very complicated to go on (404)   with the lessons or so because [people say] “we are so interested but (405)   nobody has time”.	25456	25646	Nehal	2024-08-02 14:44:40				9	09 Resource constraints		1	Vinayak	2024-07-30 17:59:18	#9EB5D9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		823	5	1	(453)   [collaborator | Label: A5]: I think we tried what we could and the medical (454)   head team never said you don't get them. We cannot reach him.	28118	28270	Nehal	2024-08-02 14:45:05				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		824	5	1	(459)   [collaborator | Label: A5]: Yes, [collaborator | Label: A1] will try again but I think it won't (460)   work. So the data are on a stick now and maybe sometime some day there (461)   will be a change but not now. He does not want that anybody works with (462)   this data, even though it was part of the cooperation contract he (463)   signed.	28428	28779	Nehal	2024-08-02 14:45:15				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		825	15	1	but the problem for us is the (476)   clinics didn't get a budget. So all their support and work was doing (477)   that working times and of course voluntarily.	29344	29504	Nehal	2024-08-02 14:45:43				15	16 Failure to acknowledge		1	Vinayak	2024-07-30 17:59:18	#FA58F4
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		826	16	1	We should have used them. I think building (524)   trust and having a relationship is the most important thing.	32102	32213	Nehal	2024-08-02 14:46:12				16	17 Mistrust		1	Vinayak	2024-07-30 17:59:18	#E3CEF6
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		827	6	1	(530)   [collaborator | Label: A5]: Yes, the point is that we did not really do (531)   co-creation.	32446	32546	Nehal	2024-08-02 14:46:28				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		828	6	1	But, what (537)   we did not do is including co-creators in the research process.	32984	33065	Nehal	2024-08-02 14:46:47				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		829	6	1	We try (538)   to be flexible now, as you know with the app. We developed material for (539)   the participants of the study also but these are not really (540)   co-creative.	33066	33241	Nehal	2024-08-02 14:46:59				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		830	3	1	Competing needs, yeah (565)   maybe we do not meet their needs. They do not understand what we want (566)   from them or how could it fit what is research. What has this done to (567)   me?	34817	35006	Nehal	2024-08-02 14:47:17				3	03 Competing needs		1	Vinayak	2024-07-30 17:59:18	#CB5E3C
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		831	16	1	Does it take my time or maybe they are anxious that they will (568)   reveal something private or so. That's again the point of building (569)   trust. If you do not build trust this could happen.	35007	35203	Nehal	2024-08-02 14:47:29				16	17 Mistrust		1	Vinayak	2024-07-30 17:59:18	#E3CEF6
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		832	4	1	(604)   [collaborator | Label: A5]: So differences in languages. That's what I tried (605)   to explain. I like it more because some people are able to express very (606)   complicated or some would express the same situation in very (607)   complicated elaborated words and others just give an example and that's (608)   what I like.	37386	37720	Nehal	2024-08-02 14:48:07				4	04 Language or custom differences		1	Vinayak	2024-07-30 17:59:18	#CEF6CE
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		833	5	1	and conflict within (611)   the group is a problem.	37919	37970	Nehal	2024-08-02 14:48:23				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		834	5	1	The biggest problem I see is if it's really (612)   relationships. Not only that you know people but yes build a (613)   relationship in other contexts, that's a problem.	37971	38141	Nehal	2024-08-02 14:48:34				5	05 Difficult co-creator relationships		1	Vinayak	2024-07-30 17:59:18	#D0A9F5
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		835	15	1	(657)   [collaborator | Label: Interviewer]: Yes. Sometimes, for example, if you work with very (658)   sick people, then you can say your results or other patients will (659)   benefit from the results of a study. So you do something for them but (660)   if it's really working and nobody will help you.	40728	41032	Nehal	2024-08-02 14:48:57				15	16 Failure to acknowledge		1	Vinayak	2024-07-30 17:59:18	#FA58F4
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		836	9	1	(670)   [collaborator | Label: A5]: Maybe I'd look for a bigger budget.	41630	41701	Nehal	2024-08-02 14:49:11				9	09 Resource constraints		1	Vinayak	2024-07-30 17:59:18	#9EB5D9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		837	6	1	(676)   [collaborator | Label: A5]: Not only for the technique but also if you take (677)   the time for more fundamental preparation, then it would also take two (678)   or three months longer for the researcher to be paid	41975	42198	Nehal	2024-08-02 14:49:47				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		838	6	1	and they are (679)   always in a rush.	42199	42237	Nehal	2024-08-02 14:49:52				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		839	6	1	(687)   [collaborator | Label: A5]: So I think as I said, to start the development of (688)   possible participants and to work the process with them.	42616	42766	Nehal	2024-08-02 14:50:08				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		840	9	1	(693)   [collaborator | Label: A5]: Yes, I think you would have needed much more time (694)   than we had.	42935	43041	Nehal	2024-08-02 14:50:20				9	09 Resource constraints		1	Vinayak	2024-07-30 17:59:18	#9EB5D9
1	5	1	0	44254	Vinayak	2024-07-30 18:15:27		841	6	1	(700)   [collaborator | Label: A5]: Maybe, I think what else could have been done, (701)   just look at some existing apps and how successful they are and have (702)   comparison.	43312	43491	Nehal	2024-08-02 14:50:32				6	06 Poor planning of collaboration		1	Vinayak	2024-07-30 17:59:18	#FA5858
