id	caseid	fid	pos0	pos1	owner	date	memo	ctid	cid	fid	seltext	pos0	pos1	owner	date	memo	avid	important	cid	name	memo	catid	owner	date	color
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		450	43	2	and it definitely helped that we had (448)   already worked together for about one year when we started implementing (449)   the app. That was really, really helpful. Also maybe not only building (450)   trust and maintaining a relationship, but also building a good mutual (451)   understanding for our challenges and so on.	30206	30531	Vinayak	2024-08-01 11:38:15				43	22 Prior relationship		2	Vinayak	2024-07-30 17:59:18	#00F0F0
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		451	24	2	(453)   [collaborator | Label: A2]: For me, one big facilitator to work co-creatively (454)   was that I was stepping in for someone who left the project and I spent (455)   about four months at the [organisation | Label: AO01] maybe three or four (456)   months before COVID hit and I really experienced how our co-creators at (457)   the hospitals worked. That was the healthcare workers who were (458)   affiliated with the project, but also healthcare workers who were just (459)   affiliated with the hospital, also pregnant women, so I got a way (460)   better understanding just by being there and I think that helped me a (461)   lot to keep the perspective and not do like a nice intervention that (462)   looks cool and might be applicable to the students that I usually work (463)   with, but to really keep that in mind.	30549	31381	Vinayak	2024-08-01 11:38:36				24	03 Co-creator exchanges		2	Vinayak	2024-07-30 17:59:18	#E5AE9D
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		452	42	2	I think that was also better (464)   because when I left that hospital, I felt that I also had earned a (465)   little bit of trust by those healthcare workers.	31382	31542	Vinayak	2024-08-01 11:38:58				42	21 Trust and dependability		2	Vinayak	2024-07-30 17:59:18	#81BEF7
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		453	24	2	(467)   [collaborator | Label: A2]: For example, I volunteered to do a whole night shift (468)   with them just to see how their work is going so that I could become a (469)   bit more part of the team and not someone who tried to implement an (470)   intervention from out of nowhere and without having the understanding. (471)   Becoming part of the team was really important and really good for me, (472)   too.	31560	31974	Vinayak	2024-08-01 11:39:17				24	03 Co-creator exchanges		2	Vinayak	2024-07-30 17:59:18	#E5AE9D
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		454	24	2	(474)   [collaborator | Label: A2]: I think including co-creators. Whenever we included (475)   co-creators, it was helpful, maybe mostly in the stages when we had a (476)   clear idea what we wanted to do because in the beginning we asked about (477)   the needs and so on, and we could easily identify needs	31992	32301	Vinayak	2024-08-01 11:40:08				24	03 Co-creator exchanges		2	Vinayak	2024-07-30 17:59:18	#E5AE9D
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		455	44	2	(499)   [collaborator | Label: A2]: Once we started to get into the intervention and (500)   into the training, people became a lot more open,	33782	33924	Vinayak	2024-08-01 11:40:55				44	23 Prototype or demo		2	Vinayak	2024-07-30 17:59:18	#5E9179
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		456	45	2	We (502)   motivated them to get the questionnaires and they did it to kind of (503)   please us and get the research process. That was our university (504)   hospital so they're kind of used to doing a lot of research,	34024	34243	Vinayak	2024-08-01 11:41:13				45	24 Top-down management		2	Vinayak	2024-07-30 17:59:18	#E0F8E0
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		457	31	2	Being flexible and (511)   adapting there was definitely a point that was super important for the (512)   whole [digital_intervention | Case: A]	34643	34787	Vinayak	2024-08-01 11:41:38				31	10 Apadative process		2	Vinayak	2024-07-30 17:59:18	#00FF7F
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		458	31	2	There were a lot of things that caused huge (517)   delays in the project that were kind of beyond our reach and beyond our (518)   grasp, so we had to be quite flexible and adapt.	35098	35278	Vinayak	2024-08-01 11:41:56				31	10 Apadative process		2	Vinayak	2024-07-30 17:59:18	#00FF7F
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		459	31	2	We had to be more flexible with the (522)   recruitment process. We had to be more flexible with the app. Suddenly, (523)   everything was backwards. Definitely being flexible and adapting is (524)   super important,	35420	35636	Vinayak	2024-08-01 11:42:47				31	10 Apadative process		2	Vinayak	2024-07-30 17:59:18	#00FF7F
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		460	32	2	but what I think is definitely a big facilitating (525)   factor is that you keep your aim transparent so that in the beginning (526)   of each meeting, for example, you say, hey, so we're doing this app for (527)   this and that. These are the steps that we have taken before.	35637	35914	Vinayak	2024-08-01 11:43:14				32	11 Transparent communication		2	Vinayak	2024-07-30 17:59:18	#F8ECE0
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		461	31	2	I think (528)   being able to structure flexibly and this adaption, that would be very (529)   useful.	35915	36017	Vinayak	2024-08-01 11:43:23				31	10 Apadative process		2	Vinayak	2024-07-30 17:59:18	#00FF7F
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		462	26	2	(563)   [collaborator | Label: A2]: Orientation definitely. For example, after the first (564)   meeting in the team, we had this idea, okay, if we have a training app (565)   and we have different small intervention, so we like have this (566)   structure where we have the lessons and then we have a structure where (567)   after every lesson you get like a pocket card in the app to read (568)   through that. That provided a lot of orientation once we had this idea (569)   to make different lessons, how long those lessons were supposed to be, (570)   how long those pocket cards were supposed to be, what were the main (571)   points?	38125	38765	Vinayak	2024-08-01 11:43:56				26	05 Orientation		2	Vinayak	2024-07-30 17:59:18	#C8C8C8
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		463	26	2	(573)   [collaborator | Label: A2]: We worked together to get the structure of the app (574)   at first and that provided a lot of orientation where we could work (575)   effectively on the actual content and on the design.	38783	39006	Vinayak	2024-08-01 11:44:32				26	05 Orientation		2	Vinayak	2024-07-30 17:59:18	#C8C8C8
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		464	27	2	Training material (576)   for co-creators. It depends a little bit on the co-creator, so if it's (577)   a project team, then they should be trained in co-creation actually. (578)   They should, for example, know about how to implement interventions. (579)   Intervention mapping would be something that I was glad to know about (580)   before because you get the idea that this intervention is not just (581)   something that you develop and then you use it somehow, but that it's (582)   really part of the research process and that it provides you with a (583)   toolbox to work on those and if you have an idea of what you're doing, (584)   then you can also easier involve people.	39007	39692	Vinayak	2024-08-01 11:44:48				27	06 Training		2	Vinayak	2024-07-30 17:59:18	#F4FA58
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		465	27	2	(586)   [collaborator | Label: A2]: I learned a lot about the person-based approach, (587)   which kind of gave me an idea about how to involve people and also how (588)   to map that back to the literature.	39710	39917	Vinayak	2024-08-01 11:45:13				27	06 Training		2	Vinayak	2024-07-30 17:59:18	#F4FA58
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		466	32	2	(608)   [collaborator | Label: A2]: Yes. Just someone to keep the bigger picture because (609)   I feel the project team and the developers were at some point very good (610)   in this co-creative process where they developed something and we also (611)   got access to the back end and we were able to change some things (612)   directly and were able to work with that, so that was very flexible,	41268	41666	Vinayak	2024-08-01 11:45:43				32	11 Transparent communication		2	Vinayak	2024-07-30 17:59:18	#F8ECE0
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		467	32	2	(661)   [collaborator | Label: A2]: They were quite accommodating when we didn't get on (662)   their nerves, basically, as you could say, so if we weren't disturbing, (663)   after like 5 minutes or something, they were actually quite happy to (664)   let us have a look into the delivery rooms and to let us take part in (665)   everything and to observe because they felt that could create a bigger (666)   understanding,	44931	45355	Vinayak	2024-08-01 11:46:05				32	11 Transparent communication		2	Vinayak	2024-07-30 17:59:18	#F8ECE0
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		468	45	2	but all those questionnaires were kind of hard, and we (667)   tried to involve these healthcare workers a lot and tried to get people (668)   who were on key positions on board with the project, for example, the (669)   head of the midwives or the leading nurse or whatever, the nurse in (670)   charge.	45356	45660	Vinayak	2024-08-01 11:46:22				45	24 Top-down management		2	Vinayak	2024-07-30 17:59:18	#E0F8E0
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		469	45	2	(672)   [collaborator | Label: A2]: We got those on board because they had the standing (673)   and the trust of the other healthcare workers. If they said, hey, I (674)   think this could be quite effective and we could learn something here, (675)   then people became more on board.	45678	45962	Vinayak	2024-08-01 11:46:43				45	24 Top-down management		2	Vinayak	2024-07-30 17:59:18	#E0F8E0
2	2	2	0	59689	Vinayak	2024-07-30 18:16:03		470	43	2	Same was when we started the actual (676)   interventions. Then we got people on board who had the training and if (677)   they really liked the training, then we also asked them to kind of be a (678)   bit more of the multiplicator and those were usually the people who we (679)   got more information from.	45963	46271	Vinayak	2024-08-01 11:47:07				43	22 Prior relationship		2	Vinayak	2024-07-30 17:59:18	#00F0F0
